0610009O20Rik
7530416G11Rik
8030423J24Rik
8030474K03Rik
9030617O03Rik
9030624G23Rik
9030624J02Rik
9130401M01Rik
9230102O04Rik
9230113P08Rik
9330159F19Rik
9430015G10Rik
9530002B09Rik
9530068E07Rik
9530077C05Rik
9930012K11Rik
A130051J06Rik
A1cf
A230072I06Rik
A26c2
A330070K13Rik
A430005L14Rik
A530032D15Rik
A630001G21Rik
A730049H05Rik
A830010M20Rik
A930002H24Rik
AA986860
AF529169
AI429214
AI481877
AI846148
AK157302
AU018091
AU019823
AV320801
Aard
Aasdh
Abca12
Abca13
Abca16
Abca6
Abca8a
Abcb11
Abcb5
Abcb7
Abcc5
Abcd2
Abcd3
Abcd4
Abcf2
Abcg3
Abhd2
Abhd6
Abi1
Abi2
Abl1
Abl2
Abraxas2
Abt1
Abtb2
Acaa1b
Acaa2
Acacb
Acad8
Acads
Acap2
Acap3
Acat1
Acat2
Acbd5
Acin1
Ackr1
Ackr4
Acnat2
Aco1
Aco2
Acot10
Acot9
Acrv1
Acsl3
Acsl6
Acsm2
Acsm4
Actbl2
Actl7b
Actl9
Actn1
Actn4
Actr1a
Actr2
Actrt1
Actrt3
Acvr1
Acvr2a
Acyp2
Adad2
Adam17
Adam2
Adam25
Adam3
Adam30
Adam32
Adam34
Adam5
Adam7
Adam8
Adamdec1
Adamts1
Adamts12
Adamts17
Adamts18
Adamts20
Adamts3
Adamts6
Adamts7
Adamts8
Adamtsl1
Adamtsl3
Adamtsl4
Adap1
Adar
Adarb1
Adarb2
Adck1
Adcy2
Adcy3
Adcy5
Adcy7
Adcy8
Adcyap1
Adcyap1r1
Add1
Adgra3
Adgrb1
Adgrb3
Adgrd1
Adgre4
Adgrf1
Adgrf2
Adgrg1
Adgrg2
Adgrg6
Adgrl1
Adgrl2
Adgrl3
Adgrl4
Adipor1
Adnp
Adpgk
Adra1a
Adra1b
Adra1d
Adra2a
Adra2c
Adrb1
Adrm1
Adsl
Adss
Adtrp
Aebp2
Afap1
Afap1l1
Afdn
Aff1
Aff2
Aff3
Aff4
Afm
Aga
Agap1
Agbl1
Agbl2
Agl
Ago2
Ago3
Agpat4
Agps
Agr3
Agrp
Agtpbp1
Agtr2
Agtrap
Agxt2
Ahcyl1
Ahsa2
Ajap1
Ak5
Akain1
Akap13
Akap7
Akap8
Akap8l
Akap9
Akirin1
Akirin2
Akr1c12
Akr1c14
Akr1c18
Akr1c20
Akr1c6
Akr1d1
Akt3
Aktip
Alcam
Aldh18a1
Aldh1a1
Aldh1l1
Aldoart1
Alg10b
Alg13
Alkbh1
Alkbh5
Alms1
Alox12b
Alox5ap
Alpk2
Alpl
Alx4
Ambp
Ambra1
Amd2
Amdhd1
Amdhd2
Amfr
Amigo2
Amn1
Ampd1
Ampd3
Amph
Amy2a5
Anapc16
Anapc7
Ang5
Ang6
Angel2
Angpt1
Angptl1
Angptl2
Angptl3
Ank
Ank2
Ank3
Ankar
Ankdd1b
Ankfy1
Ankib1
Ankrd10
Ankrd11
Ankrd16
Ankrd17
Ankrd23
Ankrd26
Ankrd31
Ankrd34b
Ankrd42
Ankrd44
Ankrd46
Ankrd54
Ankrd55
Ankrd6
Ankrd61
Ankrd65
Ankrd7
Ano2
Ano3
Ano5
Anp32a
Anpep
Antxr2
Anxa1
Anxa10
Anxa11
Anxa3
Aox3
Ap1g1
Ap1s2
Ap3b1
Ap3s1
Ap4s1
Ap5m1
Apba2
Apc
Apcdd1
Apeh
Apex2
Api5
Aplf
Aplp2
Apoa1
Apobec3
Apobec4
Apoe
Apol6
Apol7c
Apon
App
Appbp2
Aptx
Aqp11
Aqp4
Aqp9
Araf
Arap2
Arel1
Arf2
Arf3
Arf4
Arfgap2
Arfgap3
Arfgef1
Arfgef2
Arfgef3
Arhgap12
Arhgap15
Arhgap18
Arhgap20
Arhgap21
Arhgap22
Arhgap24
Arhgap26
Arhgap28
Arhgap32
Arhgap35
Arhgap42
Arhgap5
Arhgef1
Arhgef10l
Arhgef12
Arhgef2
Arhgef26
Arhgef28
Arhgef4
Arhgef7
Arid1a
Arid1b
Arid2
Arid4a
Arid4b
Arid5b
Arih1
Arl1
Arl15
Arl5a
Arl5b
Arl6ip1
Arl6ip6
Armc1
Armc2
Armc3
Armc4
Armc5
Arnt
Arpc4
Arpc5
Arpin
Arrdc3
Arrdc4
Arrdc5
Arvcf
Arx
Asah1
Asah2
Asb1
Asb11
Asb14
Ash1l
Asic2
Asns
Asnsd1
Astn2
Asxl1
Asxl2
Asxl3
Atad2
Atad2b
Atcay
Ate1
Atf1
Atf4
Atf7ip
Atg10
Atg14
Atg16l2
Atg2b
Atg4b
Atl2
Atoh1
Atp10a
Atp10b
Atp11c
Atp1b3
Atp1b4
Atp23
Atp2b3
Atp5a1
Atp5b
Atp5g2
Atp5g3
Atp5j
Atp5j2
Atp6ap1l
Atp6v0a4
Atp6v0d1
Atp6v1c1
Atp6v1d
Atp6v1e2
Atp6v1g1
Atp6v1g3
Atp6v1h
Atp8a1
Atp8b1
Atp9a
Atpif1
Atrnl1
Atrx
Atxn1
Atxn2
Atxn7l3
Atxn7l3b
Auts2
Avil
Avl9
Axin1
Axin2
Azi2
Azin1
B020004J07Rik
B130006D01Rik
B230307C23Rik
B3galnt1
B3galnt2
B3galt1
B3gat2
B3gat3
B3glct
B3gnt2
B3gnt5
B430305J03Rik
B4galt3
B4galt5
B4galt6
B930094E09Rik
BC005561
BC017643
BC024139
BC048679
BC049762
BC052040
BC061212
BC067074
BC100530
BC106179
Bace1
Bag2
Bag4
Baiap2l2
Bambi
Banp
Bard1
Barhl2
Barx2
Basp1
Batf
Batf3
Baz1a
Baz1b
Baz2b
Bbip1
Bbox1
Bbs4
Bbx
Bcap31
Bcat1
Bche
Bckdha
Bcl10
Bcl11a
Bcl11b
Bcl2
Bcl2l1
Bcl2l11
Bcl2l15
Bcl6
Bcl7a
Bcl9
Bcor
Bcorl1
Bcr
Bdh1
Bdkrb2
Bdp1
Begain
Bend3
Bend4
Bend5
Bend7
Bex3
Bex6
Bfsp2
Bhlha15
Bhlhe41
Bicd1
Bid
Birc6
Blnk
Blvra
Bmf
Bmp15
Bmp2
Bmp4
Bmp6
Bmp8a
Bmper
Bmpr1a
Bmpr2
Bmt2
Bnc1
Bnc2
Bnip3l
Bnipl
Boc
Bola2
Bola3
Boll
Borcs5
Bpifc
Braf
Brca1
Brca2
Brd1
Brd2
Brd4
Brd7
Brdt
Brip1
Brk1
Brms1l
Brpf1
Brsk2
Brwd1
Brwd3
Bsph1
Bsph2
Btaf1
Btbd11
Btbd16
Btbd3
Btbd35f15
Btbd35f27
Btbd35f28
Btbd35f7
Btbd6
Btbd7
Btbd9
Btd
Btg1
Btg2
Btn1a1
Bub1b
Bud13
Bzw2
C030005K15Rik
C130026I21Rik
C1galt1
C1qtnf9
C1rb
C2cd5
C330027C09Rik
C77370
C87414
C8a
C8b
C9
CK137956
Caap1
Cab39
Cacna1b
Cacna1c
Cacna1d
Cacna1e
Cacna1h
Cacna2d1
Cacna2d3
Cacnb2
Cacnb4
Cacng1
Cacng5
Cacng6
Cacng7
Cacul1
Cacybp
Cadm1
Cadm2
Cadps
Calb1
Calcoco2
Calhm2
Calm1
Calml4
Camk1d
Camk2a
Camk2b
Camk2d
Camk2n1
Camkk2
Camsap1
Camsap2
Camta1
Cand1
Capn12
Capn13
Capn15
Capn3
Capn6
Capn8
Caprin1
Car10
Car12
Car13
Car2
Car3
Car4
Car8
Card11
Carm1
Carmil1
Carnmt1
Cars
Casc3
Casp12
Casp4
Casp6
Casq1
Cast
Catsper2
Catsperb
Cav1
Cav2
Cavin1
Cavin2
Cavin4
Cbfa2t2
Cbfb
Cbl
Cblb
Cbr4
Cbx2
Cbx3
Cbx4
Cbx5
Cbx7
Ccar1
Ccdc113
Ccdc115
Ccdc12
Ccdc129
Ccdc152
Ccdc167
Ccdc172
Ccdc178
Ccdc18
Ccdc182
Ccdc187
Ccdc25
Ccdc3
Ccdc43
Ccdc50
Ccdc6
Ccdc66
Ccdc68
Ccdc70
Ccdc73
Ccdc80
Ccdc81
Ccdc85a
Ccdc87
Ccdc88a
Ccdc88c
Ccdc90b
Ccdc91
Ccdc97
Cckbr
Ccl20
Ccl21a
Ccl21b
Ccl25
Ccl9
Ccna1
Ccna2
Ccnb2
Ccnb3
Ccnd1
Ccnd2
Ccne2
Ccnf
Ccng1
Ccnh
Ccni
Ccnt1
Ccnt2
Ccr4
Ccr5
Ccr6
Ccrl2
Ccser1
Ccser2
Cct8l1
Cd109
Cd14
Cd160
Cd180
Cd2
Cd200
Cd200r2
Cd226
Cd24a
Cd28
Cd2ap
Cd300ld
Cd320
Cd34
Cd36
Cd37
Cd47
Cd55b
Cd5l
Cd63
Cd69
Cd72
Cd80
Cd99l2
Cdc23
Cdc34b
Cdc42
Cdc42ep4
Cdc42ep5
Cdc42se2
Cdc7
Cdca2
Cdca7l
Cdh1
Cdh10
Cdh11
Cdh12
Cdh13
Cdh15
Cdh18
Cdh2
Cdh20
Cdh22
Cdh26
Cdh4
Cdh6
Cdh7
Cdh8
Cdh9
Cdip1
Cdk11b
Cdk13
Cdk14
Cdk17
Cdk19
Cdk2ap1
Cdk5r1
Cdk5r2
Cdk5rap1
Cdk7
Cdk8
Cdkal1
Cdkl2
Cdkl3
Cdkl4
Cdkn1c
Cdkn2c
Cdkn3
Cdnf
Cdon
Cdr1
Cdyl
Cdyl2
Ceacam11
Ceacam14
Ceacam5
Ceacam9
Cebpb
Cebpg
Cecr2
Cela3b
Celf1
Celf2
Celf5
Celsr1
Cenpa
Cenpo
Cenpw
Cenpx
Cep112
Cep120
Cep135
Cep152
Cep164
Cep170
Cep192
Cep290
Cep350
Cep44
Cep57
Cep68
Cep78
Cep83
Cep85l
Cep95
Cer1
Cers2
Cers5
Cers6
Ces1e
Ces1g
Ces3b
Cetn1
Cetn3
Cfap100
Cfap20
Cfap46
Cfap65
Cfap74
Cfc1
Cfdp1
Cfhr1
Cfi
Cfl1
Cggbp1
Cgnl1
Ch25h
Chac1
Chaf1a
Chchd3
Chchd4
Chchd6
Chchd7
Chd1
Chd2
Chd6
Chd7
Chd8
Chd9
Chek1
Chga
Chil5
Chka
Chl1
Chodl
Chp2
Chrd
Chrm3
Chrm4
Chrna1
Chrna10
Chrna7
Chrna9
Chst11
Chst15
Chst3
Chst7
Chtop
Cib1
Cidea
Ciita
Cilp2
Cirbp
Cit
Cited2
Ckap5
Ckm
Clasrp
Clcc1
Cldn18
Cldn20
Cldn22
Cldn23
Cldn34b3
Cldn34c1
Cldn34c2
Cldn34c3
Cldn34c4
Cldn7
Cldn8
Clec4b2
Clec9a
Clint1
Clip2
Clk1
Clk3
Clmp
Clnk
Clrn1
Clspn
Clstn1
Clstn2
Clta
Cltc
Clvs1
Cmc1
Cmip
Cmpk1
Cmpk2
Cmss1
Cmtm4
Cmtm5
Cmtm6
Cmtm7
Cmtr1
Cndp1
Cnep1r1
Cnga2
Cnga3
Cngb3
Cnih3
Cnih4
Cnksr2
Cnksr3
Cnmd
Cnnm2
Cnnm3
Cnot1
Cnot10
Cnot2
Cnot4
Cnot6
Cnot6l
Cnot8
Cnr1
Cnrip1
Cntd1
Cntln
Cntn2
Cntn3
Cntn4
Cntn5
Cntnap2
Cntnap4
Cntnap5a
Cntnap5b
Coa5
Coa6
Cobll1
Coch
Cog6
Cog7
Col11a1
Col12a1
Col22a1
Col23a1
Col26a1
Col28a1
Col2a1
Col3a1
Col4a3
Col4a5
Col4a6
Col6a4
Col8a1
Commd10
Commd2
Commd3
Commd6
Comt
Copb2
Cops2
Cops7b
Coq10a
Coq2
Coq3
Coq4
Coq8a
Coq9
Coro1c
Coro2b
Coro6
Cox10
Cox14
Cox16
Cox18
Cox20
Cox6b2
Cox6c
Cox7a1
Cox7a2l
Cox7c
Cox8b
Cox8c
Cpa5
Cpeb1
Cpeb2
Cpeb4
Cplx2
Cpne8
Cpped1
Cpq
Cps1
Cpsf4l
Cpsf6
Cpxcr1
Cpxm1
Cpz
Crabp2
Cradd
Crb2
Creb3l2
Creb3l3
Creb5
Crebl2
Crh
Crim1
Crispld2
Crlf2
Crlf3
Crmp1
Crot
Crp
Crx
Cryba1
Cryba4
Crygf
Csad
Csde1
Csl
Csmd1
Csmd3
Csnk1a1
Csnk1d
Csnk1g1
Csnk2a1
Csnka2ip
Cspg5
Cspp1
Csrp2
Cst10
Cstad
Ctbp2
Ctcf
Ctcfl
Ctdp1
Ctdspl
Ctgf
Cth
Ctif
Ctnna1
Ctnna2
Ctnna3
Ctnnbl1
Ctnnd1
Ctnnd2
Ctps2
Ctrb1
Cts3
Ctsc
Ctsll3
Ctsm
Ctss
Cttnbp2
Cubn
Cuedc1
Cul1
Cul2
Cul3
Cul5
Cul9
Cux1
Cwc22
Cwc27
Cx3cr1
Cxadr
Cxcl13
Cxcr5
Cyb5b
Cyb5r4
Cyfip1
Cylc1
Cylc2
Cyp11a1
Cyp11b1
Cyp2b10
Cyp2b13
Cyp2b19
Cyp2b23
Cyp2d9
Cyp2j5
Cyp2j7
Cyp2r1
Cyp2t4
Cyp3a16
Cyp3a57
Cyp4b1
Cyp7a1
Cyp7b1
Cypt12
Cypt15
Cypt2
Cyr61
Cysltr2
Cystm1
Cyth4
Cytl1
Cyyr1
D130040H23Rik
D130043K22Rik
D130052B06Rik
D16Ertd472e
D17Wsu92e
D1Pas1
D2Bwg1423e
D3Ertd254e
D3Ertd751e
D430041D05Rik
D5Ertd577e
D630036H23Rik
D630045J12Rik
D830030K20Rik
D930007J09Rik
D930048N14Rik
Daam1
Dab1
Dab2
Dach1
Dact1
Dao
Dap
Dapk1
Dapl1
Dapp1
Daw1
Dbn1
Dbt
Dbx1
Dcaf12l1
Dcaf17
Dcbld1
Dcc
Dcdc2b
Dcdc2c
Dclk2
Dclk3
Dcn
Dcp1a
Dcp2
Dcpp3
Dcstamp
Dctn4
Dcun1d1
Dcun1d3
Dcun1d4
Dcun1d5
Ddb2
Ddc
Ddi1
Ddi2
Ddit4
Ddit4l
Ddr2
Ddx11
Ddx17
Ddx4
Ddx46
Ddx50
Ddx6
Decr2
Defa2
Defa26
Defa30
Defb1
Degs2
Dennd1a
Dennd1b
Dennd2c
Dennd5a
Dennd5b
Depdc1a
Depdc7
Desi2
Det1
Dfna5
Dgat1
Dgat2l6
Dgcr6
Dgcr8
Dgka
Dgkd
Dgkh
Dgki
Dgkk
Dhrs11
Dhrs2
Dhrs3
Dhrs7
Dhx15
Dhx30
Dhx32
Dhx35
Dhx36
Dhx8
Diaph2
Diaph3
Dido1
Dio3
Dip2b
Dip2c
Dirc2
Dis3l2
Disc1
Dixdc1
Dkk1
Dlec1
Dleu7
Dlg1
Dlg2
Dlgap1
Dlk1
Dmap1
Dmbt1
Dmrta1
Dmrtc1b
Dmtf1
Dmwd
Dmxl1
Dmxl2
Dnah2
Dnah3
Dnah5
Dnah7a
Dnah7c
Dnah9
Dnaja1
Dnajb13
Dnajb14
Dnajb6
Dnajc1
Dnajc11
Dnajc15
Dnajc19
Dnajc24
Dnajc5
Dnajc7
Dner
Dnm1l
Dnm2
Doc2a
Doc2b
Dock1
Dock4
Dok4
Dok5
Dok6
Dpagt1
Dpf1
Dph1
Dph6
Dpp10
Dpp4
Dpp9
Dppa2
Dppa3
Dppa4
Dpy19l1
Dpy19l2
Dpy30
Dpyd
Dpys
Dpysl2
Dpysl3
Dpysl4
Dr1
Drap1
Drd1
Drg1
Dsc1
Dsc3
Dscam
Dscaml1
Dsel
Dspp
Dst
Dstn
Dthd1
Dtl
Dtnb
Dtwd2
Dtymk
Duox2
Dupd1
Dusp4
Dusp6
Duxbl3
Dync1h1
Dync1li1
Dync1li2
Dync2h1
Dynll2
Dynlt1a
Dynlt1b
Dynlt3
Dyrk1a
Dyrk1b
Dyrk2
Dytn
Dyx1c1
Dzip3
E030018B13Rik
E030025P04Rik
E130114P18Rik
E130116L18Rik
E130308A19Rik
E130311K13Rik
E2f3
E2f5
E2f8
E330009J07Rik
E330034G19Rik
ENSMUSG00000109903
ENSMUSG00000112252
Ears2
Ebf1
Ece1
Ech1
Echdc1
Ect2
Eda
Eda2r
Edem1
Edil3
Edn1
Edn3
Eef1a1
Eef2
Eef2k
Eef2kmt
Eepd1
Efcab10
Efcab2
Efcab3
Efcab5
Efcab9
Efhb
Efhc2
Efna3
Efna5
Efnb2
Eftud2
Egfl6
Egflam
Egln3
Ehbp1
Ehd1
Ehd2
Ehmt1
Eif1ax
Eif2ak1
Eif2ak4
Eif2b5
Eif2s2
Eif2s3x
Eif3g
Eif3h
Eif4a3
Eif4e
Eif4ebp2
Eif4ebp3
Eif4enif1
Eif4g2
Eif4g3
Eif4h
Eif5b
Elac2
Elavl2
Elavl3
Elavl4
Elf2
Elk4
Ell
Elob
Elovl2
Elovl3
Elovl6
Elp6
Emb
Emc2
Emc4
Emg1
Emilin3
Eml5
Emp1
Emx1
Emx2
Enah
Enc1
Eng
Engase
Eno1b
Eno4
Enox1
Enox2
Enpp3
Enpp6
Ensa
Entpd3
Entpd5
Eny2
Eogt
Ep300
Ep400
Epb41
Epb41l3
Epb41l4a
Epb41l4b
Epb41l5
Epc1
Epc2
Epcam
Epdr1
Epha2
Epha3
Epha4
Epha5
Epha6
Epha7
Ephb1
Ephb2
Ephx3
Epm2a
Epn1
Epn2
Eprs
Eps15l1
Epsti1
Eqtn
Erbin
Erc1
Ercc4
Ercc6l2
Ergic1
Ergic2
Ergic3
Eri3
Erich3
Erich6b
Ermard
Ermp1
Ero1lb
Erp44
Esco1
Esf1
Esm1
Esp1
Esp15
Esp16
Espl1
Espn
Esr2
Esrp2
Esrrb
Esrrg
Esx1
Esyt3
Etaa1
Etd
Etf1
Etl4
Etnk1
Etnppl
Ets2
Etv1
Etv6
Evi5l
Evl
Exoc3
Exoc4
Exoc5
Exoc6
Exoc6b
Exoc8
Ext1
Ext2
Extl3
Eya1
Eya3
Ezh2
F2
F2rl2
F2rl3
F8
F830016B08Rik
Fabp1
Fabp2
Fabp5
Fabp7
Faf2
Fahd2a
Fam103a1
Fam105a
Fam107a
Fam107b
Fam109a
Fam110b
Fam114a2
Fam117b
Fam120a
Fam120c
Fam124a
Fam124b
Fam131a
Fam133b
Fam13b
Fam155a
Fam160a2
Fam160b2
Fam162b
Fam163a
Fam168a
Fam169b
Fam170a
Fam172a
Fam174a
Fam181b
Fam183b
Fam193a
Fam193b
Fam196a
Fam19a1
Fam19a5
Fam204a
Fam205a1
Fam205a2
Fam208a
Fam208b
Fam209
Fam210a
Fam212b
Fam214a
Fam234a
Fam240b
Fam25c
Fam3b
Fam43a
Fam43b
Fam46b
Fam46c
Fam49a
Fam49b
Fam53a
Fam60a
Fam69a
Fam71f2
Fam76a
Fam78b
Fam83h
Fam89a
Fam8a1
Fam91a1
Fam92a
Fam98a
Fancc
Fancf
Fancm
Farp1
Farp2
Fars2
Fat1
Fat2
Fat4
Faxc
Fblim1
Fbln1
Fbln2
Fbn1
Fbn2
Fbxl12
Fbxl17
Fbxl18
Fbxl20
Fbxl22
Fbxl4
Fbxl7
Fbxo11
Fbxo22
Fbxo30
Fbxo33
Fbxo4
Fbxo42
Fbxo47
Fbxo8
Fbxw11
Fbxw15
Fbxw17
Fbxw2
Fbxw22
Fbxw4
Fbxw7
Fcgr4
Fcho2
Fchsd2
Fdx1
Fdx1l
Fem1c
Fer
Fermt1
Fermt2
Fetub
Fezf1
Fezf2
Fgd4
Fgf1
Fgf10
Fgf12
Fgf13
Fgf14
Fgf20
Fgf3
Fgf6
Fgf8
Fgfr1
Fgfr2
Fgfrl1
Fggy
Fgl2
Fhod3
Fig4
Fign
Fignl2
Filip1
Fis1
Fkbp11
Fkbp4
Fkbp5
Flnb
Flot2
Flrt1
Flrt2
Flrt3
Flt4
Fmc1
Fmn1
Fmn2
Fmnl1
Fmnl2
Fn1
Fnbp1l
Fnbp4
Fnd3c2
Fndc3a
Fndc7
Fnip1
Fnip2
Focad
Foxa1
Foxa2
Foxe1
Foxe3
Foxf2
Foxg1
Foxj2
Foxj3
Foxk2
Foxl1
Foxl2
Foxn3
Foxo1
Foxo3
Foxp1
Foxp4
Foxq1
Foxs1
Fpgs
Fras1
Frem2
Frg1
Frk
Frmd3
Frmd4a
Frmd4b
Frmd5
Frmd6
Frmd7
Frs2
Fryl
Frzb
Fsbp
Fscb
Fscn1
Fsd1l
Fsip2
Fstl1
Fstl5
Fto
Fubp1
Fubp3
Fundc1
Fuom
Fus
Fut8
Fut9
Fxn
Fxr1
Fxr2
Fxyd4
Fyn
Fzd1
Fzd2
Fzd3
Fzd5
Fzd8
G2e3
G3bp1
G3bp2
G430095P16Rik
G6pd2
Gab1
Gab2
Gabarapl1
Gabarapl2
Gabbr1
Gabpb2
Gabra2
Gabrb1
Gabrb3
Gabrd
Gabrg1
Gabrg3
Gabrp
Gadd45a
Gadd45g
Gadl1
Gal
Gal3st2b
Galk1
Galm
Galnt1
Galnt13
Galnt3
Galnt7
Galnt9
Galr1
Gap43
Gapvd1
Garnl3
Gas2l1
Gata3
Gata6
Gatad2a
Gatad2b
Gatc
Gatd1
Gatsl2
Gba
Gbe1
Gbf1
Gbp5
Gbx2
Gc
Gca
Gcc2
Gcg
Gcnt7
Gdap1
Gdf1
Gdf11
Gdf6
Gdnf
Gdpd4
Gem
Gemin8
Gfm2
Gfod2
Gfral
Ggh
Ggnbp1
Ghdc
Ghitm
Ghr
Gimap1
Gimap3
Gins1
Gipc3
Gja1
Gja6
Gjc1
Gjc3
Gjd4
Gk
Gk5
Glcci1
Gldc
Glg1
Gli2
Gli3
Glipr1l1
Glipr1l2
Glipr2
Glis1
Glis2
Glis3
Glmn
Glp1r
Glra2
Glrb
Glrx5
Glt1d1
Glt28d2
Glyr1
Gm10031
Gm10036
Gm10093
Gm10097
Gm10118
Gm10130
Gm10134
Gm10184
Gm10192
Gm10197
Gm10217
Gm10250
Gm10295
Gm10306
Gm10308
Gm10324
Gm10330
Gm10337
Gm10392
Gm10487
Gm10518
Gm10549
Gm10577
Gm10767
Gm10778
Gm10801
Gm10964
Gm10999
Gm11042
Gm11096
Gm11111
Gm1113
Gm11146
Gm11232
Gm1140
Gm11487
Gm11492
Gm11554
Gm11569
Gm11627
Gm11733
Gm12353
Gm12666
Gm12689
Gm12695
Gm12728
Gm12789
Gm12886
Gm12887
Gm13057
Gm13083
Gm13089
Gm13090
Gm1330
Gm13547
Gm14025
Gm14147
Gm14151
Gm14325
Gm14391
Gm14399
Gm14444
Gm14525
Gm15080
Gm15091
Gm15130
Gm15217
Gm1527
Gm15292
Gm15294
Gm16223
Gm16432
Gm16486
Gm16494
Gm16867
Gm17067
Gm17332
Gm17455
Gm1758
Gm17655
Gm17669
Gm1979
Gm1993
Gm19965
Gm2030
Gm20388
Gm20498
Gm2056
Gm20604
Gm20671
Gm20737
Gm20738
Gm2075
Gm20773
Gm20777
Gm20792
Gm20806
Gm20812
Gm20821
Gm20822
Gm20824
Gm20828
Gm20830
Gm20838
Gm20865
Gm20867
Gm20877
Gm20888
Gm20911
Gm20918
Gm20924
Gm20939
Gm21095
Gm21188
Gm21209
Gm21258
Gm21293
Gm21294
Gm21310
Gm21319
Gm21518
Gm21541
Gm21719
Gm21725
Gm21738
Gm21760
Gm21764
Gm21778
Gm21830
Gm21852
Gm21854
Gm21861
Gm21865
Gm21936
Gm21994
Gm21996
Gm27027
Gm28036
Gm28079
Gm28269
Gm28360
Gm28363
Gm28827
Gm2888
Gm28891
Gm28897
Gm29276
Gm29866
Gm3043
Gm30737
Gm3159
Gm3259
Gm3376
Gm33815
Gm3424
Gm34302
Gm3448
Gm3453
Gm35060
Gm3532
Gm3542
Gm3604
Gm3727
Gm379
Gm382
Gm3839
Gm38392
Gm38394
Gm43552
Gm44
Gm4450
Gm45716
Gm4788
Gm4846
Gm4924
Gm4950
Gm4951
Gm5065
Gm5096
Gm5105
Gm5134
Gm5148
Gm5150
Gm5160
Gm5239
Gm5415
Gm5426
Gm5464
Gm5538
Gm5592
Gm5724
Gm5771
Gm5773
Gm5795
Gm5814
Gm5861
Gm5936
Gm5941
Gm595
Gm597
Gm6121
Gm6169
Gm6309
Gm6377
Gm6525
Gm6594
Gm6657
Gm6793
Gm6811
Gm6890
Gm7168
Gm7173
Gm7275
Gm732
Gm7334
Gm765
Gm7697
Gm7849
Gm7903
Gm7971
Gm8094
Gm8122
Gm815
Gm8212
Gm826
Gm8267
Gm8882
Gm8888
Gm8994
Gm9008
Gm9047
Gm906
Gm9268
Gm9495
Gm9603
Gm9611
Gm973
Gm9817
Gm9833
Gmcl1
Gmds
Gmeb1
Gmeb2
Gmpr
Gmps
Gna13
Gna14
Gna15
Gnai1
Gnai2
Gnal
Gnaq
Gnat3
Gnaz
Gnb1
Gng3
Gnptab
Golga1
Golim4
Gosr1
Got2
Gpat3
Gpat4
Gpatch8
Gpbp1
Gpc1
Gpc5
Gpc6
Gpcpd1
Gpd2
Gper1
Gphn
Gpm6a
Gpm6b
Gpr101
Gpr107
Gpr12
Gpr132
Gpr135
Gpr137b
Gpr151
Gpr155
Gpr158
Gpr160
Gpr161
Gpr165
Gpr180
Gpr21
Gpr22
Gpr25
Gpr3
Gpr37
Gpr6
Gpr68
Gpr84
Gpr85
Gprasp1
Gprc5d
Gprin3
Gpsm1
Gpx1
Gpx3
Gpx4
Gpx7
Gramd1b
Gramd3
Gramd4
Grb10
Grb2
Greb1
Greb1l
Grem1
Grhl1
Grhl2
Gria3
Grid1
Grid2
Grifin
Grik1
Grik2
Grik4
Grin2a
Grin2b
Grip1
Gripap1
Grk2
Grk4
Grm7
Grpr
Grxcr1
Grxcr2
Gsc
